institution.displayName,institution.state,institution.city,searchData.tuition.rawValue,searchData.enrollment.rawValue,searchData.testAvgs.displayValue.0.value,School Website,searchData.acceptanceRate.rawValue
Sterling College,VT,Craftsbury Common,,,N/A,//www.sterlingcollege.edu,
Stetson University,FL,DeLand,47630,3150,1120-1300,http://www.stetson.edu,68
Stevens Institute of Technology,NJ,Hoboken,54014,3230,1330-1480,http://www.stevens.edu,41
Stevenson University,MD,Stevenson,37082,3113,1030-1200,http://www.stevenson.edu/,73
St. Francis College,NY,Brooklyn Heights,26298,2363,850-1120,http://www.sfc.edu,77
St. Francis Medical Center College of Nursing,IL,Peoria,,,N/A,http://www.sfmccon.edu/,
St. Francis University,PA,Loretto,36410,2111,1040-1250,http://www.francis.edu/undergraduate_admissions,75
Stillman College,AL,Tuscaloosa,11292,797,N/A,http://www.stillman.edu,40
St. John Fisher College,NY,Rochester,35150,2752,1080-1250,http://www.sjfc.edu,64
St. John's College,IL,Springfield,,,N/A,//www.stjohnscollegespringfield.edu,
St. John's College,MD,Annapolis,35635,474,1200-1460,http://www.sjc.edu,58
St. John's College,NM,Santa Fe,36410,320,1200-1410,http://www.sjc.edu,67
St. John's University,MN,Collegeville,46546,1667,1010-1280,http://www.twocolleges.com,80
St. John's University,NY,Queens,43000,16884,1070-1270,http://www.stjohns.edu/,73
St. John Vianney College Seminary,FL,Miami,,,N/A,//www.sjvcs.edu,
St. Joseph's College,ME,Standish,,,N/A,http://www.sjcme.edu,80
St. Joseph's College New York,NY,Brooklyn,29200,4091,1020-1200,http://www.sjcny.edu,73
St. Joseph Seminary College,LA,St. Benedict,,,N/A,//www.sjasc.edu,
St. Lawrence University,NY,Canton,54846,2441,1180-1350,http://www.stlawu.edu,46
St. Louis College of Pharmacy,MO,St. Louis,29596,384,1108-1313,http://www.stlcop.edu,71
St Luke's College,IA,Sioux City,,,N/A,,
St. Luke's College of Health Sciences,MO,Kansas City,,,N/A,//www.saintlukescollege.edu,
St. Mary's College of California,CA,Moraga,49188,2689,1060-1250,http://www.stmarys-ca.edu,77
St. Mary's College of Maryland,MD,St. Marys City,31200,1572,1060-1290,http://www.smcm.edu,80
St. Mary's University of Minnesota,MN,Winona,36670,1442,1030-1240,http://www.smumn.edu,92
St. Mary's University of San Antonio,TX,San Antonio,32140,2373,1050-1250,http://www.stmarytx.edu,75
St. Michael's College,VT,Colchester,47045,1694,1140-1320,http://www.smcvt.edu,83
St. Norbert College,WI,De Pere,39529,2132,1030-1210,http://www.clayton.edu,78
Stockton University,NJ,Galloway,20866,8604,1000-1190,http://www.stockton.edu,84
St. Olaf College,MN,Northfield,49710,3048,1190-1410,http://wp.stolaf.edu/,50
Stonehill College,MA,Easton,44420,2535,1130-1300,http://www.stonehill.edu,70
Stony Brook University--SUNY,NY,Stony Brook,28528,17522,1230-1420,http://www.stonybrook.edu,42
St. Petersburg College,FL,St. Petersburg,8513,29183,920-1120,//www.spcollege.edu/,100
Strayer University,DC,Washington,,,N/A,http://www.strayer.edu,
St. Thomas Aquinas College,NY,Sparkill,33050,1862,910-1120,http://www.stac.edu,76
St. Thomas University,FL,Miami Gardens,,,860-1080,http://www.stu.edu,49
Suffolk University,MA,Boston,40104,5190,1030-1220,http://www.suffolk.edu,85
Sullivan University,KY,Louisville,,,N/A,//www.sullivan.edu,
Sul Ross State University,TX,Alpine,,,805-1020,http://www.sulross.edu,100
SUNY Buffalo State,NY,Buffalo,18357,8082,860-1130,http://www.buffalostate.edu,61
SUNY College--Cortland,NY,Cortland,18692,6343,1060-1200,http://www2.cortland.edu/home/,44
SUNY College of Agriculture and Technology--Cobleskill,NY,Cobleskill,18236,2294,800-1030,http://www.cobleskill.edu,77
SUNY College of Environmental Science and Forestry,NY,Syracuse,18644,1779,1120-1310,http://www.esf.edu,61
SUNY College of Technology--Alfred,NY,Alfred,12440,3737,950-1170,http://www.alfredstate.edu,63
SUNY College of Technology--Canton,NY,Canton,18515,3213,900-1080,http://www.canton.edu/,78
SUNY College of Technology--Delhi,NY,Delhi,12380,3178,920-1090,http://www.delhi.edu/,64
SUNY College--Old Westbury,NY,Old Westbury,17923,5429,970-1120,http://www.oldwestbury.edu,78
SUNY College--Oneonta,NY,Oneonta,17871,,1040-1190,https://suny.oneonta.edu/,60
SUNY College--Potsdam,NY,Potsdam,18621,3298,1040-1230,http://www.potsdam.edu,64
SUNY Downstate Medical Center,NY,Brooklyn,,,N/A,//www.downstate.edu/,
SUNY Empire State College,NY,Saratoga Springs,17185,9307,N/A,http://www.esc.edu,79
SUNY--Fredonia,NY,Fredonia,18268,4433,970-1170,http://www.fredonia.edu,76
SUNY--Geneseo,NY,Geneseo,18837,5447,1120-1300,http://www.geneseo.edu,65
SUNY Maritime College,NY,Throggs Neck,18414,1586,1075-1260,http://www.sunymaritime.edu,72
SUNY--Morrisville,NY,Morrisville,13740,2986,930-1080,http://www.morrisville.edu,71
SUNY--New Paltz,NY,New Paltz,18412,6692,1090-1270,http://www.newpaltz.edu,41
SUNY--Oswego,NY,Oswego,18220,7081,1040-1210,http://www.oswego.edu,54
SUNY--Plattsburgh,NY,Plattsburgh,18310,5297,1050-1230,http://www.plattsburgh.edu,54
SUNY Polytechnic Institute--Albany/Utica,NY,Utica,17811,2260,1000-1350,http://www.sunypoly.edu,65
SUNY Upstate Medical University,NY,Syracuse,,,N/A,//www.upstate.edu,
Susquehanna University,PA,Selinsgrove,49180,2297,1098-1260,//www.susqu.edu,72
Swarthmore College,PA,Swarthmore,54656,1559,1380-1550,http://www.swarthmore.edu,9
Sweet Briar College,VA,Sweet Briar,22020,336,990-1210,http://www.sbc.edu,76
Syracuse University,NY,Syracuse,53849,15226,1180-1370,https://www.syracuse.edu,50
Tabor College,KS,Hillsboro,27220,655,950-1160,http://www.tabor.edu,58
Tacoma Community College,WA,Tacoma,,,N/A,//www.edpuniversity.edu,
Talladega College,AL,Talladega,13571,1208,539-600,//www.talladega.edu,47
Tallahassee Community College,FL,Tallahassee,,,N/A,//www.tcc.fl.edu,
Tarleton State University,TX,Stephenville,21087,11316,970-1150,http://www.tarleton.edu,78
Taylor University,IN,Upland,35305,2167,1080-1300,http://www.taylor.edu,78
Temple University,PA,Philadelphia,34126,29484,1130-1320,http://www.temple.edu,59
Tennessee State University,TN,Nashville,20607,6121,880-1065,http://www.tnstate.edu,52
Tennessee Technological University,TN,Cookeville,17373,9006,1050-1260,http://www.tntech.edu,76
Tennessee Wesleyan University,TN,Athens,25150,983,920-1160,http://www.tnwesleyan.edu,62
Texas A&M International University,TX,Laredo,22134,6992,930-1100,http://www.tamiu.edu,53
Texas A&M University--College Station,TX,College Station,37726,53743,1170-1380,http://www.tamu.edu,67
Texas A&M University--Commerce,TX,Commerce,21198,8236,960-1140,http://www.tamuc.edu/,34
Texas A&M University--Corpus Christi,TX,Corpus Christi,18863,9776,980-1160,https://www.tamucc.edu/,87
Texas A&M University--Galveston,TX,Galveston,,,N/A,,
Texas A&M University--Kingsville,TX,Kingsville,21791,6971,940-1130,http://www.tamuk.edu,89
Texas A&M University--Texarkana,TX,Texarkana,8117,,980-1140,http://www.tamut.edu,93
Texas Christian University,TX,Fort Worth,49250,9445,1150-1343,http://www.tcu.edu,41
Texas College,TX,Tyler,,,N/A,//www.texascollege.edu,
Texas Lutheran University,TX,Seguin,30860,1410,990-1160,http://www.tlu.edu,54
Texas Southern University,TX,Houston,21623,7604,830-990,http://www.tsu.edu,57
Texas State University,TX,San Marcos,23917,34187,1010-1180,http://www.uri.edu,78
Texas Tech University,TX,Lubbock,23770,31957,1070-1240,http://www.ttu.edu,71
Texas Tech University Health Sciences Center,TX,Lubbock,,,N/A,//www.ttuhsc.edu/,
Texas Wesleyan University,TX,Fort Worth,30300,1704,975-1090,http://www.txwes.edu,36
Texas Woman's University,TX,Denton,21930,10390,970-1160,http://www.twu.edu,87
Thiel College,PA,Greenville,32596,734,860-1080,http://www.thiel.edu,76
Thomas Aquinas College,CA,Santa Paula,25600,407,1220-1400,http://www.thomasaquinas.edu,78
Thomas College,ME,Waterville,27720,,N/A,http://www.thomas.edu,
Thomas Edison State University,NJ,Trenton,9967,14277,N/A,http://www.tesu.edu,
Thomas Jefferson University,PA,Philadelphia,41715,3604,1060-1240,http://www.jefferson.edu/,58
Thomas More College of Liberal Arts,NH,Merrimack,21600,90,N/A,//www.thomasmorecollege.edu,100
Thomas More University,KY,Crestview Hills,32090,2047,960-1120,http://www.thomasmore.edu,90
Thomas University,GA,Thomasville,,,N/A,http://www.thomasu.edu,23
Tiffin University,OH,Tiffin,25000,2223,900-1100,http://www.tiffin.edu,69
Tilburg University,,5000 LE Tilburg,,,N/A,//www.tilburguniversity.nl/,
Toccoa Falls College,GA,Toccoa Falls,23184,1656,960-1160,http://www.tfc.edu,60
Tougaloo College,MS,Tougaloo,10854,726,790-1100,http://www.tougaloo.edu,91
Touro College,NY,New York,20550,5982,1085-1350,http://www.touro.edu/,71
Towson University,MD,Towson,24334,19818,1060-1200,http://www.towson.edu,79
Transylvania University,KY,Lexington,40210,989,1100-1310,http://www.transy.edu,89
Trent University,,"Peterborough, Ontario",,,N/A,//www.trentu.ca/,
Trevecca Nazarene University,TN,Nashville,26098,2311,1010-1240,http://www.trevecca.edu,64
Trident University International,CA,Cypress,,,N/A,//www.trident.edu,
Trine University,IN,Angola,32810,2153,1010-1230,http://www.trine.edu,73
Trinity Bible College and Graduate School,ND,Ellendale,17006,,N/A,//www.trinitybiblecollege.edu,
Trinity Christian College,IL,Palos Heights,30950,1063,950-1160,http://www.trnty.edu,80
Trinity College,CT,Hartford,59050,2182,1300-1460,http://www.trincoll.edu,34
Trinity College of Nursing & Health Sciences,IL,Rock Island,,,N/A,//www.trinitycollegeqc.edu,
Trinity International University,IL,Deerfield,33028,996,930-1130,http://www.tiu.edu,75
Trinity University,TX,San Antonio,44680,2477,1260-1430,http://www.trinity.edu,34
Trinity Washington University,DC,Washington,,,N/A,http://www.trinitydc.edu,92
Trinity Western University,,"Langley, British Columbia",,,N/A,http://www.twu.ca/,
Trocair College,NY,BUffalo,,,N/A,,
Troy University,AL,Troy,20860,13452,960-1146,https://www.troy.edu/,88
Truett McConnell University,GA,Cleveland,21122,2919,920-1143,https://truett.edu/,93
Truman State University,MO,Kirksville,15314,5504,1080-1358,http://www.truman.edu,65
Tufts University,MA,Medford,58578,5643,1380-1530,http://www.tufts.edu,15
Tulane University,LA,New Orleans,56800,6773,1350-1490,http://www.tulane.edu,17
Turtle Mountain Community College,ND,Belcourt,,,N/A,,
Tusculum University,TN,Greeneville,,,880-1080,http://www.tusculum.edu,89
Tuskegee University,AL,Tuskegee,22679,2553,860-1060,http://www.tuskegee.edu,52
Tyler Junior College,TX,Tyler,,,N/A,,
Union College,KY,Barbourville,27950,,N/A,//www.unionky.edu,63
Union College,NY,Schenectady,57324,2206,1270-1430,http://www.union.edu,39
Union College,NE,Lincoln,24620,720,970-1120,http://www.ucollege.edu,62
Union Institute and University,OH,Cincinnati,16526,,N/A,http://www.myunion.edu,100
Union University,TN,Jackson,33900,2191,1110-1360,http://www.uu.edu,57
United States Air Force Academy,CO,USAF Academy,0,4336,1230-1410,http://academyadmissions.com,11
United States Coast Guard Academy,CT,New London,0,1072,1245-1420,http://www.umes.edu,13
United States International University--Kenya,,Nairobi,,,N/A,//www.usiu.ac.ke,
United States Merchant Marine Academy,NY,Kings Point,1050,996,1180-1300,http://www.usmma.edu,15
United States Military Academy,NY,West Point,0,,1185-1400,https://westpoint.edu,10
United States Naval Academy,MD,Annapolis,0,4512,1150-1370,http://www.usna.edu,9
United States Sports Academy,AL,Daphne,,,N/A,http://www.ussa.edu,
United States University,CA,Chula Vista,,,N/A,,
United Tribes Technical College,ND,Bismarck,,,N/A,,
Unity College,ME,Unity,28660,735,1000-1260,http://www.unity.edu,94
Universidad Adventista de las Antillas,PR,Mayaguez,,,N/A,//www.uaa.edu/esp/,96
Universidad Central Del Caribe,PR,Bayamon,,,N/A,,
Universidad del Este,PR,Carolina,,,N/A,http://www.suagm.edu/une/,
Universidad del Turabo,PR,Gurabo,,,N/A,//www.ut.suagm.edu,53
Universidad Metropolitana,PR,Rio Piedras,,,N/A,http://www.suagm.edu/,
Universidad Politecnica de Puerto Rico,PR,Hato Rey,8610,3514,N/A,http://www.pupr.edu,88
University at Albany--SUNY,NY,Albany,26666,13598,1100-1260,http://www.albany.edu,52
University at Buffalo--SUNY,NY,Buffalo,27850,21607,1160-1330,http://www.buffalo.edu,56
University of Advancing Technology,AZ,Tempe,,,N/A,//www.uat.edu,
University of Akron,OH,Akron,17784,15633,990-1250,http://www.uakron.edu,69
University of Alabama,AL,Tuscaloosa,30250,33028,1060-1280,http://www.ua.edu,59
University of Alabama--Birmingham,AL,Birmingham,25380,13836,980-1240,http://www.uab.edu,92
University of Alabama--Huntsville,AL,Huntsville,23110,7671,1010-1380,https://www.uah.edu/,81
University of Alaska--Anchorage,AK,Anchorage,25068,14004,1035-1250,http://www.uaa.alaska.edu,81
University of Alaska--Fairbanks,AK,Fairbanks,24970,,1030-1270,http://www.uaf.edu,77
University of Alaska--Southeast,AK,Juneau,,,N/A,//www.uas.alaska.edu,71
University of Alberta,,"Edmonton, Alberta",,31074,N/A,http://www.ualberta.ca/,51
University of Antelope Valley,CA,Lancaster,,,N/A,//www.uav.edu,
University of Arizona,AZ,Tucson,36366,35233,1070-1310,http://www.arizona.edu,84
University of Arkansas,AR,Fayetteville,25872,23386,1100-1290,http://www.uark.edu,77
University of Arkansas for Medical Sciences,AR,Little Rock,,606,N/A,http://www.uams.edu/,
University of Arkansas--Fort Smith,AR,Fort Smith,,,N/A,http://www.uafortsmith.edu/Home/Index,
University of Arkansas--Little Rock,AR,Little Rock,21754,8286,1000-1070,http://www.ualr.edu/,65
University of Arkansas--Monticello,AR,Monticello,,,N/A,//www.uamont.edu,
University of Arkansas--Pine Bluff,AR,Pine Bluff,14304,2473,890-1040,http://www.uapb.edu/,44
University of Baltimore,MD,Baltimore,21076,2569,910-1115,http://www.ubalt.edu,79
University of Bridgeport,CT,Bridgeport,34100,3415,900-1090,http://www.bridgeport.edu,57
University of British Columbia,,"Vancouver, British Columbia",,,N/A,//www.you.ubc.ca/ubc/vancouver/,
University of Calgary,,"Calgary, Alberta",,,N/A,//www.ucalgary.ca/,
University of California--Berkeley,CA,Berkeley,43176,30853,1300-1530,//www.berkeley.edu,15
University of California--Davis,CA,Davis,43484,30872,1150-1410,http://www.bridgewater.edu,41
University of California--Irvine,CA,Irvine,43481,29736,1180-1440,http://www.uci.edu,29
University of California--Los Angeles,CA,Los Angeles,42218,31577,1270-1520,http://www.ucla.edu/,14
University of California--Merced,CA,Merced,42530,7881,1000-1190,http://www.ucmerced.edu,66
University of California--Riverside,CA,Riverside,42819,20581,1110-1330,http://www.ucr.edu,51
University of California--San Diego,CA,La Jolla,43162,30285,1250-1470,http://www.ucsd.edu/,30
University of California--Santa Barbara,CA,Santa Barbara,43383,23070,1230-1480,https://www.ucsb.edu/,32
University of California--Santa Cruz,CA,Santa Cruz,43046,17792,1170-1400,http://www.ucsc.edu,48
University of Central Arkansas,AR,Conway,15998,9425,970-1170,http://www.uca.edu,91
University of Central Florida,FL,Orlando,22467,58913,1160-1340,http://www.ucf.edu,43
University of Central Missouri,MO,Warrensburg,15171,9300,N/A,http://www.ucmo.edu,86
University of Central Oklahoma,OK,Edmond,18640,13754,N/A,http://www.uco.edu/,78
University of Charleston,WV,Charleston,30600,1930,906-1143,http://www.ucwv.edu,50
University of Chicago,IL,Chicago,59298,6552,1490-1570,http://www.uchicago.edu,7
University of Cincinnati,OH,Cincinnati,26994,26932,1160-1370,http://www.uc.edu,73
University of Cincinnati--UC Blue Ash College,OH,Cincinnati,,,N/A,//www.rwc.uc.edu/,
University of Colorado--Boulder,CO,Boulder,38318,30152,1150-1360,http://web.mit.edu/,82
University of Colorado--Colorado Springs,CO,Colorado Springs,25593,10743,1010-1210,https://www.uccs.edu,91
University of Colorado--Denver,CO,Denver,32005,16385,1020-1210,http://www.ucdenver.edu,64
University of Connecticut,CT,Storrs,39894,19133,1210-1420,http://www.uconn.edu,49
University of Dallas,TX,Irving,42680,1471,1120-1340,http://www.udallas.edu,39
University of Dayton,OH,Dayton,44100,8617,1110-1310,http://www.udayton.edu,72
University of Delaware,DE,Newark,34310,19117,1170-1350,http://www.udel.edu/,62
University of Denver,CO,Denver,52515,5801,1170-1370,http://www.du.edu,56
University of Detroit Mercy,MI,Detroit,28840,2880,1050-1250,http://www.udmercy.edu,83
University of Dubuque,IA,Dubuque,35570,1965,850-1100,http://www.dbq.edu,73
University of Evansville,IN,Evansville,36416,2243,1080-1300,http://www.evansville.edu,69
University of Findlay,OH,Findlay,35410,3614,1052-1247,http://www.findlay.edu,73
University of Florida,FL,Gainesville,28658,35491,1280-1440,http://www.ufl.edu,39
University of Georgia,GA,Athens,31120,29611,1240-1410,http://www.admissions.uga.edu,49
University of Guam,GU,Mangilao,12860,3421,N/A,,93
University of Guelph,,"Guelph, Ontario",,,N/A,//www.uoguelph.ca/,
University of Hartford,CT,West Hartford,42182,5000,1050-1250,http://www.hartford.edu,75
University of Hawaii--Hilo,HI,Hilo,20680,2816,960-1170,http://www.uhh.hawaii.edu,79
University of Hawaii--Manoa,HI,Honolulu,34002,12968,1055-1240,http://www.manoa.hawaii.edu/,83
University of Hawaii--Maui College,HI,Kahului,,,N/A,//www.maui.hawaii.edu/,
University of Hawaii--West Oahu,HI,Kapolei,20544,3128,930-1110,https://westoahu.hawaii.edu/,75
University of Holy Cross,LA,New Orleans,14372,,N/A,http://www.uhcno.edu/,46
University of Houston,TX,Houston,26936,38348,1130-1310,http://www.uh.edu,62
University of Houston--Clear Lake,TX,Houston,26370,6212,1030-1200,http://www.uhcl.edu,45
University of Houston--Downtown,TX,Houston,20846,12680,940-1080,http://www.uhd.edu,83
University of Houston--Victoria,TX,Victoria,,,N/A,http://www.uhv.edu/,49
University of Idaho,ID,Moscow,27540,9568,1010-1220,http://www.uidaho.edu/admissions,77
University of Illinois--Chicago,IL,Chicago,27672,20783,1020-1220,http://www.uic.edu,76
University of Illinois--Springfield,IL,Springfield,21338,2814,990-1218,http://www.uis.edu,53
University of Illinois--Urbana-Champaign,IL,Champaign,33352,33915,1220-1480,http://illinois.edu,62
University of Indianapolis,IN,Indianapolis,30976,4508,990-1180,http://www.uindy.edu,81
University of Iowa,IA,Iowa City,31568,23989,1120-1330,http://www.uiowa.edu,83
University of Jamestown,ND,Jamestown,22428,893,950-1130,http://www.uj.edu,62
University of Kansas,KS,Lawrence,27358,19596,N/A,https://ku.edu,92
University of Kentucky,KY,Lexington,30680,22136,1080-1300,http://www.uky.edu,94
University of La Verne,CA,La Verne,44500,2798,1020-1205,http://www.laverne.edu,51
University of Louisiana--Lafayette,LA,Lafayette,23640,15073,1030-1250,http://www.louisiana.edu,56
University of Louisiana--Monroe,LA,Monroe,20834,7476,810-810,http://www.ulm.edu,72
University of Louisville,KY,Louisville,26958,15642,960-1205,http://www.louisville.edu,73
University of Lynchburg,VA,Lynchburg,37690,2086,980-1185,http://www.lynchburg.edu,97
University of Maine,ME,Orono,31748,9365,1050-1250,http://www.umaine.edu,92
University of Maine--Augusta,ME,Augusta,17918,,N/A,http://www.uma.edu,97
University of Maine--Farmington,ME,Farmington,19514,1736,970-1180,http://www.farmington.edu,81
University of Maine--Fort Kent,ME,Fort Kent,12585,1794,910-1090,http://www.umfk.edu,97
University of Maine--Machias,ME,Machias,16046,675,875-1090,http://machias.edu/,98
University of Maine--Presque Isle,ME,Presque Isle,12654,1554,880-1100,https://www.umpi.edu/admissions/,92
University of Mary,ND,Bismarck,19074,2534,1047-1272,http://www.umary.edu,88
University of Mary Hardin-Baylor,TX,Belton,29800,3397,1030-1200,http://www.umhb.edu,87
University of Maryland--Baltimore,MD,Baltimore,40013,909,N/A,http://www.umaryland.edu/,
University of Maryland--Baltimore County,MD,Baltimore,27662,11260,1190-1360,http://www.umbc.edu,58
University of Maryland--College Park,MD,College Park,36890,30762,1290-1480,http://www.maryland.edu,47
University of Maryland--Eastern Shore,MD,Princess Anne,18508,2603,870-1050,http://www.umes.edu,54
University of Maryland University College,MD,Adelphi,12336,47253,N/A,http://www.umuc.edu/,100
University of Mary Washington,VA,Fredericksburg,26220,4410,1050-1269,http://www.umw.edu,72
University of Massachusetts--Amherst,MA,Amherst,35710,23515,1200-1390,http://www.umass.edu,60
University of Massachusetts--Boston,MA,Boston,35075,12714,1020-1220,http://www.umb.edu,78
University of Massachusetts--Dartmouth,MA,North Dartmouth,30103,6841,990-1190,http://www.umassd.edu,78
University of Massachusetts--Lowell,MA,Lowell,32827,14005,1150-1320,http://www.uml.edu,72
University of Memphis,TN,Memphis,16037,17233,970-1210,http://www.memphis.edu,84
University of Miami,FL,Coral Gables,51930,11117,1250-1430,http://www.miami.edu,32
University of Michigan--Ann Arbor,MI,Ann Arbor,51200,30318,1330-1510,//umich.edu,23
University of Michigan--Dearborn,MI,Dearborn,26409,7185,1080-1290,http://umdearborn.edu/,77
University of Michigan--Flint,MI,Flint,23692,6097,980-1200,http://www.umflint.edu,66
University of Minnesota--Crookston,MN,Crookston,12021,2810,998-1176,http://www.crk.umn.edu,66
University of Minnesota--Duluth,MN,Duluth,18881,9977,1110-1340,http://www.d.umn.edu,74
University of Minnesota--Morris,MN,Morris,15632,1554,1080-1350,http://www.morris.umn.edu,63
University of Minnesota--Twin Cities,MN,Minneapolis,33325,34633,1270-1480,https://twin-cities.umn.edu/,52
University of Mississippi,MS,University,25090,18007,1050-1270,http://www.olemiss.edu,88
University of Missouri,MO,Columbia,28348,22503,1090-1290,http://www.missouri.edu,78
University of Missouri--Kansas City,MO,Kansas City,26134,11337,1030-1340,http://www.umkc.edu,56
University of Missouri--St. Louis,MO,St. Louis,29295,13490,1020-1230,http://www.umsl.edu,73
University of Mobile,AL,Mobile,23220,1680,890-1087,//www.umobile.edu,47
University of Montana,MT,Missoula,26218,8306,1040-1260,http://www.umt.edu,88
University of Montana--Western,MT,Dillon,17115,1512,940-1120,https://w.umwestern.edu/,60
University of Montevallo,AL,Montevallo,26730,2285,990-1200,http://www.montevallo.edu,44
University of Mount Olive,NC,Mount Olive,,,870-1066,http://www.umo.edu/,49
University of Mount Union,OH,Alliance,31700,2116,968-1200,http://www.mountunion.edu/,96
University of Nebraska--Kearney,NE,Kearney,14503,4484,935-1120,http://www.unk.edu,94
University of Nebraska--Lincoln,NE,Lincoln,25828,20830,1130-1360,http://www.unl.edu,80
University of Nebraska Medical Center,NE,Omaha,,869,N/A,http://unmc.edu/,
University of Nebraska--Omaha,NE,Omaha,21244,12430,840-1102,https://www.unomaha.edu/,82
University of Nevada--Las Vegas,NV,Las Vegas,22904,25282,1030-1240,http://www.unlv.edu,82
University of Nevada--Reno,NV,Reno,23075,17930,1070-1280,http://www.unr.edu,88
University of New Brunswick,,"Fredericton, New Brunswick",,,N/A,//www.unb.ca/,
University of New England,ME,Biddeford,38750,4449,1050-1240,http://www.une.edu,80
University of New Hampshire,NH,Durham,35409,12782,1090-1280,https://jpcatholic.edu/,77
University of New Haven,CT,West Haven,40440,5092,1030-1220,http://www.newhaven.edu,84
University of New Mexico,NM,Albuquerque,24490,17859,1030-1260,http://www.unm.edu,52
University of New Orleans,LA,New Orleans,16378,6588,1050-1260,http://www.uno.edu,57
University of North Alabama,AL,Florence,20400,6196,1010-1190,http://www.una.edu,64
University of North Carolina--Asheville,NC,Asheville,23868,3743,1060-1250,http://www.unca.edu,82
University of North Carolina--Chapel Hill,NC,Chapel Hill,36222,19117,1270-1470,http://www.unc.edu,22
University of North Carolina--Charlotte,NC,Charlotte,20288,24387,1120-1270,http://www.uncc.edu/,67
University of North Carolina--Greensboro,NC,Greensboro,22564,16641,990-1160,http://www.uncg.edu/,84
University of North Carolina--Pembroke,NC,Pembroke,7490,6069,925-1080,http://www.uncp.edu,81
University of North Carolina School of the Arts,NC,Winston-Salem,25901,890,1090-1280,http://www.uncsa.edu,37
University of North Carolina--Wilmington,NC,Wilmington,21246,14452,1190-1320,http://www.uncw.edu,61
University of North Dakota,ND,Grand Forks,13842,10519,980-1230,http://und.edu,82
University of Northern Colorado,CO,Greeley,21876,9876,990-1190,http://www.unco.edu,91
University of Northern Iowa,IA,Cedar Falls,19480,9561,980-1241,https://uni.edu/,81
University of North Florida,FL,Jacksonville,20112,14494,1120-1280,http://www.unf.edu,61
University of North Georgia,GA,Dahlonega,21630,19041,1108-1273,http://ung.edu/,74
University of North Texas,TX,Denton,23911,31347,1060-1260,http://www.unt.edu,71
University of North Texas--Dallas,TX,Dallas,21589,3006,920-1080,,83
University of Northwestern Ohio,OH,Lima,,,N/A,//www.unoh.edu/,
University of Northwestern--St. Paul,MN,St. Paul,32210,3443,1053-1248,//www.unwsp.edu,90
University of Notre Dame,IN,Notre Dame,55553,8617,1400-1550,http://www.nd.edu,18
University of Oklahoma,OK,Norman,27144,22152,1140-1350,http://www.ou.edu,78
University of Oklahoma Health Sciences Center,OK,Oklahoma City,22921,762,N/A,http://admissions.ouhsc.edu//default.aspx,
University of Oregon,OR,Eugene,36615,19101,1080-1290,https://www.uoregon.edu,83
University of Ottawa,,"Ottawa, Ontario",,,N/A,//www.uottawa.ca/welcome.html,
University of Pennsylvania,PA,Philadelphia,57770,10183,1440-1560,http://www.upenn.edu,8
University of Phoenix,AZ,Phoenix,,,N/A,//www.phoenix.edu,
University of Pikeville,KY,Pikeville,21550,1499,870-1100,http://www.upike.edu/,100
University of Pittsburgh,PA,Pittsburgh,33746,19330,1270-1430,http://www.oafa.pitt.edu/,59
University of Portland,OR,Portland,47818,3788,1140-1320,http://www.up.edu,75
University of Prince Edward Island,,"Charlottetown, PE",,,N/A,//www.upei.ca/,
University of Providence,MT,Great Falls,25318,,1100-1430,//www.uprovidence.edu,76
University of Puerto Rico--Aguadilla,PR,Aguadilla,6639,3139,927-1130,//www.uprag.edu/,28
University of Puerto Rico--Arecibo,PR,Arecibo,6239,3660,N/A,http://www.upra.edu/,45
University of Puerto Rico--Bayamon,PR,Bayamon,7999,4189,N/A,http://www.uprb.edu/,70
University of Puerto Rico--Cayey,PR,Cayey,6394,3108,N/A,https://cayey.upr.edu/oficina-de-admisiones/,72
University of Puerto Rico--Humacao,PR,Humacao,6049,3300,N/A,//www.uprh.edu/~admision/,42
University of Puerto Rico--Mayaguez,PR,Mayaguez,6049,12287,N/A,//www.uprm.edu,64
University of Puerto Rico--Medical Sciences Campus,PR,San Juan,5796,346,N/A,//www.rcm.upr.edu/,
University of Puerto Rico--Ponce,PR,Ponce,6536,2828,N/A,//www.uprp.edu,35
University of Puerto Rico--Rio Piedras,PR,Rio Piedras,6009,11657,N/A,//www.uprrp.edu/,43
University of Puerto Rico--Utuado,PR,Utuado,6182,842,N/A,//www.uprutuado.edu,40
University of Puget Sound,WA,Tacoma,51740,2364,1130-1350,http://www.pugetsound.edu,88
University of Redlands,CA,Redlands,,,1070-1250,http://www.redlands.edu,75
University of Regina,,"Regina, Saskatchewan",,,N/A,//www.uregina.ca,
University of Rhode Island,RI,Kingston,31686,13865,1090-1260,http://www.uri.edu,71
University of Richmond,VA,Univ. of Richmond,54690,3227,1290-1460,http://www.richmond.edu,30
University of Rio Grande,OH,Rio Grande,,,N/A,http://www.rio.edu,
University of Rochester,NY,Rochester,56026,6535,1320-1500,http://www.tcnj.edu,29
University of Saint Francis,IN,Fort Wayne,31480,1778,955-1150,https://www.sf.edu,93
University of San Diego,CA,San Diego,51186,5855,1190-1360,http://www.SanDiego.edu,53
University of San Francisco,CA,San Francisco,50282,6704,1130-1330,http://www.usfca.edu,65
University of Saskatchewan,,"Saskatoon, Saskatchewan",,,N/A,http://explore.usask.ca,
